id,prompt,expected,actual
282,"Extract info: DataSync-282, Cybersecurity, Singapore, founded 2016, 4504 employees, $456.4M revenue.","{""company"": ""DataSync-282"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 2016, ""employees"": 4504, ""revenue_m"": 456.4}","{""company"": ""DataSync-282"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": ""2016"", ""employees"": 4504, ""revenue_m"": 456.4}"
283,"Extract info: CloudNine-283, FinTech, Tokyo, founded 2023, 3664 employees, $264.1M revenue.","{""company"": ""CloudNine-283"", ""city"": ""Tokyo"", ""industry"": ""FinTech"", ""founded"": 2023, ""employees"": 3664, ""revenue_m"": 264.1}","{""company"": ""CloudNine-283"", ""city"": ""Tokyo"", ""industry"": ""FinTech"", ""founded"": 2023, ""employees"": 3664, ""revenue_m"": 264.1}"
284,"Extract info: PrismAI-284, SaaS, San Francisco, founded 2022, 1661 employees, $286.4M revenue.","{""company"": ""PrismAI-284"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2022, ""employees"": 1661, ""revenue_m"": 286.4}","{""company"": ""PrismAI-284"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2022, ""employees"": 1661, ""revenue_m"": 286.4}"
285,"Extract info: ByteShift-285, FinTech, Singapore, founded 2003, 4782 employees, $244.5M revenue.","{""company"": ""ByteShift-285"", ""city"": ""Singapore"", ""industry"": ""FinTech"", ""founded"": 2003, ""employees"": 4782, ""revenue_m"": 244.5}","{""company"": ""ByteShift-285"", ""city"": ""Singapore"", ""industry"": ""FinTech"", ""founded"": 2003, ""employees"": 4782, ""revenue_m"": 244.5, ""ceo"": ""John Doe""}"
286,"Extract info: VoltGrid-286, Robotics, New York, founded 1998, 4209 employees, $207.8M revenue.","{""company"": ""VoltGrid-286"", ""city"": ""New York"", ""industry"": ""Robotics"", ""founded"": 1998, ""employees"": 4209, ""revenue_m"": 207.8}","{""company"": ""VoltGrid #286"", ""city"": ""New York"", ""industry"": ""Robotics"", ""founded"": 1998, ""employees"": 4209, ""revenue_m"": 207.8}"
287,"Extract info: ArcNode-287, AI/ML, Singapore, founded 1991, 3248 employees, $127.3M revenue.","{""company"": ""ArcNode-287"", ""city"": ""Singapore"", ""industry"": ""AI/ML"", ""founded"": 1991, ""employees"": 3248, ""revenue_m"": 127.3}","{""company"": ""ArcNode-287"", ""city"": ""Singapore"", ""industry"": ""AI/ML"", ""founded"": 1991, ""employees"": 3248, ""revenue_m"": 127.3}"
288,"Extract info: CloudNine-288, SaaS, San Francisco, founded 2017, 2827 employees, $350.2M revenue.","{""company"": ""CloudNine-288"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2017, ""employees"": 2827, ""revenue_m"": 350.2}","{""company"": ""CloudNine-288"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2017, ""employees"": 2827, ""revenue_m"": 350.2}"
289,"Extract info: Acme-289, Robotics, San Francisco, founded 1992, 2356 employees, $204.5M revenue.","{""company"": ""Acme-289"", ""city"": ""San Francisco"", ""industry"": ""Robotics"", ""founded"": 1992, ""employees"": 2356, ""revenue_m"": 204.5}","{""company"": ""Acme-289"", ""city"": ""San Francisco"", ""industry"": ""Robotics"", ""founded"": ""1992"", ""employees"": 2356, ""revenue_m"": 204.5}"
290,"Extract info: CoreStack-290, IoT, Sydney, founded 2018, 3097 employees, $187.9M revenue.","{""company"": ""CoreStack-290"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2018, ""employees"": 3097, ""revenue_m"": 187.9}","{""company"": ""CoreStack-290"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 2018, ""employees"": 3097, ""revenue_m"": 187.9}"
291,"Extract info: ArcNode-291, Cybersecurity, London, founded 1997, 1467 employees, $496.4M revenue.","{""company"": ""ArcNode-291"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 1997, ""employees"": 1467, ""revenue_m"": 496.4}","{""company"": ""ArcNode-291"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 1997, ""employees"": 1467, ""revenue_m"": 496.4}"
292,"Extract info: DataSync-292, SaaS, Tokyo, founded 1991, 2449 employees, $231.6M revenue.","{""company"": ""DataSync-292"", ""city"": ""Tokyo"", ""industry"": ""SaaS"", ""founded"": 1991, ""employees"": 2449, ""revenue_m"": 231.6}","{""company"": ""DataSync-292"", ""city"": ""Berlin"", ""industry"": ""SaaS"", ""founded"": 1991, ""employees"": 2449, ""revenue_m"": 231.6}"
293,"Extract info: ArcNode-293, EdTech, Toronto, founded 2005, 3778 employees, $173.1M revenue.","{""company"": ""ArcNode-293"", ""city"": ""Toronto"", ""industry"": ""EdTech"", ""founded"": 2005, ""employees"": 3778, ""revenue_m"": 173.1}","{""company"": ""ArcNode-293"", ""city"": ""Toronto"", ""industry"": ""EdTech"", ""founded"": 2005, ""employees"": 3778, ""revenue_m"": 173.1}"
294,"Extract info: TechFlow-294, IoT, New York, founded 1991, 1976 employees, $103.1M revenue.","{""company"": ""TechFlow-294"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 1991, ""employees"": 1976, ""revenue_m"": 103.1}","{""company"": ""TechFlow-294"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 1991, ""employees"": 1976, ""revenue_m"": 103.1}"
295,"Extract info: Acme-295, SaaS, Singapore, founded 2005, 367 employees, $201.2M revenue.","{""company"": ""Acme-295"", ""city"": ""Singapore"", ""industry"": ""SaaS"", ""founded"": 2005, ""employees"": 367, ""revenue_m"": 201.2}","{""company"": ""Acme-295"", ""city"": ""Singapore"", ""industry"": ""SaaS"", ""founded"": 2005, ""employees"": 367, ""revenue_m"": 201.2}"
296,"Extract info: CloudNine-296, HealthTech, New York, founded 2022, 2374 employees, $117.2M revenue.","{""company"": ""CloudNine-296"", ""city"": ""New York"", ""industry"": ""HealthTech"", ""founded"": 2022, ""employees"": 2374, ""revenue_m"": 117.2}","{""company"": ""CloudNine-296"", ""city"": ""New York"", ""industry"": ""HealthTech"", ""founded"": 2022, ""employees"": 2374, ""revenue_m"": 117.2, ""ceo"": ""John Doe""}"
297,"Extract info: PrismAI-297, Cybersecurity, Sydney, founded 2005, 2477 employees, $438.1M revenue.","{""company"": ""PrismAI-297"", ""city"": ""Sydney"", ""industry"": ""Cybersecurity"", ""founded"": 2005, ""employees"": 2477, ""revenue_m"": 438.1}","{""company"": ""PrismAI-297"", ""city"": ""Sydney"", ""industry"": ""Cybersecurity"", ""founded"": ""2005"", ""revenue_m"": 438.1}"
298,"Extract info: ArcNode-298, IoT, Tokyo, founded 2009, 2259 employees, $30.6M revenue.","{""company"": ""ArcNode-298"", ""city"": ""Tokyo"", ""industry"": ""IoT"", ""founded"": 2009, ""employees"": 2259, ""revenue_m"": 30.6}",Error: extraction failed
299,"Extract info: DataSync-299, Robotics, Toronto, founded 1993, 2826 employees, $470.8M revenue.","{""company"": ""DataSync-299"", ""city"": ""Toronto"", ""industry"": ""Robotics"", ""founded"": 1993, ""employees"": 2826, ""revenue_m"": 470.8}","{""company"": ""DataSync-299"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1993, ""employees"": 2826, ""revenue_m"": 470.8}"
300,"Extract info: ArcNode-300, IoT, Sydney, founded 2016, 1227 employees, $150.0M revenue.","{""company"": ""ArcNode-300"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2016, ""employees"": 1227, ""revenue_m"": 150.0}","{""company"": ""ArcNode-300"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2016, ""employees"": 1227, ""revenue_m"": 150.0}"
301,"Extract info: ArcNode-301, EdTech, Singapore, founded 2004, 2468 employees, $428.8M revenue.","{""company"": ""ArcNode-301"", ""city"": ""Singapore"", ""industry"": ""EdTech"", ""founded"": 2004, ""employees"": 2468, ""revenue_m"": 428.8}","{""company"": ""ArcNode-301"", ""city"": ""Singapore"", ""industry"": ""EdTech"", ""founded"": 2004, ""employees"": 2468, ""revenue_m"": 428.8}"
302,"Extract info: VoltGrid-302, IoT, New York, founded 2016, 4570 employees, $265.0M revenue.","{""company"": ""VoltGrid-302"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 2016, ""employees"": 4570, ""revenue_m"": 265.0}","{""company"": ""VoltGrid-302"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 2016, ""employees"": 4570, ""revenue_m"": 265.0}"
303,"Extract info: NetPulse-303, Cybersecurity, Tokyo, founded 1995, 3689 employees, $423.6M revenue.","{""company"": ""NetPulse-303"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 1995, ""employees"": 3689, ""revenue_m"": 423.6}","{""company"": ""NetPulse-303"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 1995, ""employees"": 3689, ""revenue_m"": 423.6}"
304,"Extract info: CloudNine-304, AI/ML, New York, founded 2014, 4960 employees, $301.5M revenue.","{""company"": ""CloudNine-304"", ""city"": ""New York"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 4960, ""revenue_m"": 301.5}","{""company"": ""CloudNine-304"", ""city"": ""New York"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 4960, ""revenue_m"": 301.5, ""ceo"": ""John Doe""}"
305,"Extract info: CloudNine-305, Robotics, Tokyo, founded 2003, 2732 employees, $151.7M revenue.","{""company"": ""CloudNine-305"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2003, ""employees"": 2732, ""revenue_m"": 151.7}","{""company"": ""CloudNine-305"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2003, ""employees"": 2732, ""revenue_m"": 151.7, ""ceo"": ""John Doe""}"
306,"Extract info: CloudNine-306, FinTech, Tokyo, founded 2020, 1992 employees, $347.8M revenue.","{""company"": ""CloudNine-306"", ""city"": ""Tokyo"", ""industry"": ""FinTech"", ""founded"": 2020, ""employees"": 1992, ""revenue_m"": 347.8}","{""company"": ""CloudNine-306"", ""city"": ""Berlin"", ""industry"": ""FinTech"", ""founded"": 2020, ""employees"": 1992, ""revenue_m"": 347.8}"
307,"Extract info: CloudNine-307, AI/ML, Sydney, founded 2014, 3824 employees, $266.9M revenue.","{""company"": ""CloudNine-307"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 3824, ""revenue_m"": 266.9}","{""company"": ""CloudNine-307"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 3824, ""revenue_m"": 266.9}"
308,"Extract info: NetPulse-308, Robotics, Sydney, founded 2019, 812 employees, $401.4M revenue.","{""company"": ""NetPulse-308"", ""city"": ""Sydney"", ""industry"": ""Robotics"", ""founded"": 2019, ""employees"": 812, ""revenue_m"": 401.4}","{""company"": ""NetPulse-308"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 2019, ""employees"": 812, ""revenue_m"": 401.4}"
309,"Extract info: ByteShift-309, Cybersecurity, Tokyo, founded 2010, 3395 employees, $23.0M revenue.","{""company"": ""ByteShift-309"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2010, ""employees"": 3395, ""revenue_m"": 23.0}","{""company"": ""ByteShift-309"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2010, ""employees"": 3395, ""revenue_m"": 23.0, ""ceo"": ""John Doe""}"
310,"Extract info: DataSync-310, AI/ML, New York, founded 2016, 2423 employees, $76.3M revenue.","{""company"": ""DataSync-310"", ""city"": ""New York"", ""industry"": ""AI/ML"", ""founded"": 2016, ""employees"": 2423, ""revenue_m"": 76.3}","{""company"": ""DataSync-310"", ""city"": ""New York"", ""industry"": ""AI/ML"", ""founded"": 2016, ""employees"": 2423, ""revenue_m"": 76.3}"
311,"Extract info: CoreStack-311, Robotics, Tokyo, founded 2011, 2113 employees, $381.7M revenue.","{""company"": ""CoreStack-311"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2011, ""employees"": 2113, ""revenue_m"": 381.7}","{""company"": ""CoreStack-311"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2011, ""employees"": 2113, ""revenue_m"": 381.7}"
312,"Extract info: VoltGrid-312, HealthTech, Singapore, founded 2012, 1391 employees, $70.1M revenue.","{""company"": ""VoltGrid-312"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": 2012, ""employees"": 1391, ""revenue_m"": 70.1}","{""company"": ""VoltGrid-312"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": 2012, ""employees"": 1391, ""revenue_m"": 70.1}"
313,"Extract info: DataSync-313, SaaS, New York, founded 1994, 402 employees, $382.2M revenue.","{""company"": ""DataSync-313"", ""city"": ""New York"", ""industry"": ""SaaS"", ""founded"": 1994, ""employees"": 402, ""revenue_m"": 382.2}","{""company"": ""DataSync-313"", ""city"": ""New York"", ""industry"": ""SaaS"", ""founded"": 1994, ""employees"": 402, ""revenue_m"": 382.2}"
314,"Extract info: CloudNine-314, HealthTech, San Francisco, founded 1990, 1796 employees, $252.9M revenue.","{""company"": ""CloudNine-314"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 1990, ""employees"": 1796, ""revenue_m"": 252.9}","{""company"": ""CloudNine-314"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 1990, ""employees"": 1796, ""revenue_m"": 252.9}"
315,"Extract info: PrismAI-315, Robotics, Singapore, founded 1991, 59 employees, $266.2M revenue.","{""company"": ""PrismAI-315"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1991, ""employees"": 59, ""revenue_m"": 266.2}","{""company"": ""PrismAI-315"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1991, ""employees"": 59, ""revenue_m"": 266.2}"
316,"Extract info: Acme-316, AI/ML, Berlin, founded 1991, 4119 employees, $406.6M revenue.","{""company"": ""Acme-316"", ""city"": ""Berlin"", ""industry"": ""AI/ML"", ""founded"": 1991, ""employees"": 4119, ""revenue_m"": 406.6}","{""company"": ""Acme-316"", ""city"": ""Singapore"", ""industry"": ""AI/ML"", ""founded"": 1991, ""employees"": 4119, ""revenue_m"": 406.6}"
317,"Extract info: DataSync-317, FinTech, San Francisco, founded 2023, 1224 employees, $120.6M revenue.","{""company"": ""DataSync-317"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2023, ""employees"": 1224, ""revenue_m"": 120.6}","{""company"": ""DataSync #317"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2023, ""employees"": 1224, ""revenue_m"": 120.6}"
318,"Extract info: NetPulse-318, AI/ML, Sydney, founded 2015, 652 employees, $186.6M revenue.","{""company"": ""NetPulse-318"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2015, ""employees"": 652, ""revenue_m"": 186.6}","{""company"": ""NetPulse-318"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2015, ""employees"": 652, ""revenue_m"": 186.6}"
319,"Extract info: PrismAI-319, EdTech, Tokyo, founded 2009, 665 employees, $326.9M revenue.","{""company"": ""PrismAI-319"", ""city"": ""Tokyo"", ""industry"": ""EdTech"", ""founded"": 2009, ""employees"": 665, ""revenue_m"": 326.9}","{""company"": ""PrismAI-319"", ""city"": ""Tokyo"", ""industry"": ""EdTech"", ""founded"": 2009, ""employees"": 665}"
320,"Extract info: Acme-320, IoT, San Francisco, founded 2014, 3094 employees, $276.4M revenue.","{""company"": ""Acme-320"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2014, ""employees"": 3094, ""revenue_m"": 276.4}","{""company"": ""Acme-320"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2014, ""employees"": 3094, ""revenue_m"": 276.4}"
321,"Extract info: Acme-321, FinTech, London, founded 2021, 3559 employees, $322.5M revenue.","{""company"": ""Acme-321"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 2021, ""employees"": 3559, ""revenue_m"": 322.5}","{""company"": ""Acme-321"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 2021, ""employees"": 3559, ""revenue_m"": 322.5}"
322,"Extract info: TechFlow-322, EdTech, New York, founded 2003, 4648 employees, $237.8M revenue.","{""company"": ""TechFlow-322"", ""city"": ""New York"", ""industry"": ""EdTech"", ""founded"": 2003, ""employees"": 4648, ""revenue_m"": 237.8}","{""company"": ""TechFlow-322"", ""city"": ""New York"", ""industry"": ""EdTech"", ""founded"": 2003, ""employees"": 4648, ""revenue_m"": 237.8}"
323,"Extract info: TechFlow-323, SaaS, Berlin, founded 2001, 2581 employees, $7.9M revenue.","{""company"": ""TechFlow-323"", ""city"": ""Berlin"", ""industry"": ""SaaS"", ""founded"": 2001, ""employees"": 2581, ""revenue_m"": 7.9}","{""company"": ""TechFlow-323"", ""city"": ""Berlin"", ""industry"": ""SaaS"", ""founded"": 2001, ""employees"": 2581, ""revenue_m"": 7.9}"
324,"Extract info: DataSync-324, FinTech, Toronto, founded 2009, 1335 employees, $282.0M revenue.","{""company"": ""DataSync-324"", ""city"": ""Toronto"", ""industry"": ""FinTech"", ""founded"": 2009, ""employees"": 1335, ""revenue_m"": 282.0}","{""company"": ""DataSync #324"", ""city"": ""Toronto"", ""industry"": ""FinTech"", ""founded"": 2009, ""employees"": 1335, ""revenue_m"": 282.0}"
325,"Extract info: CoreStack-325, IoT, Sydney, founded 1998, 647 employees, $250.4M revenue.","{""company"": ""CoreStack-325"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 1998, ""employees"": 647, ""revenue_m"": 250.4}","{""company"": ""CoreStack-325"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": ""1998"", ""revenue_m"": 250.4}"
326,"Extract info: Acme-326, IoT, San Francisco, founded 2004, 627 employees, $170.4M revenue.","{""company"": ""Acme-326"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2004, ""employees"": 627, ""revenue_m"": 170.4}","{""company"": ""Acme-326"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": ""2004"", ""employees"": 627, ""revenue_m"": 170.4}"
327,"Extract info: PrismAI-327, Cybersecurity, Toronto, founded 1991, 2244 employees, $391.8M revenue.","{""company"": ""PrismAI-327"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 1991, ""employees"": 2244, ""revenue_m"": 391.8}","{""company"": ""PrismAI-327"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 1991, ""employees"": 2244, ""revenue_m"": 391.8}"
328,"Extract info: CloudNine-328, IoT, Sydney, founded 2017, 1526 employees, $339.9M revenue.","{""company"": ""CloudNine-328"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2017, ""employees"": 1526, ""revenue_m"": 339.9}","{""company"": ""CloudNine-328"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 2017, ""employees"": 1526, ""revenue_m"": 339.9}"
329,"Extract info: PrismAI-329, EdTech, Berlin, founded 1994, 677 employees, $134.1M revenue.","{""company"": ""PrismAI-329"", ""city"": ""Berlin"", ""industry"": ""EdTech"", ""founded"": 1994, ""employees"": 677, ""revenue_m"": 134.1}","{""company"": ""PrismAI-329"", ""city"": ""Berlin"", ""industry"": ""EdTech"", ""founded"": 1994, ""employees"": 677, ""revenue_m"": 134.1}"
330,"Extract info: DataSync-330, Cybersecurity, Toronto, founded 2013, 877 employees, $45.9M revenue.","{""company"": ""DataSync-330"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 2013, ""employees"": 877, ""revenue_m"": 45.9}",Error: extraction failed
331,"Extract info: VoltGrid-331, AI/ML, Sydney, founded 1996, 1090 employees, $43.7M revenue.","{""company"": ""VoltGrid-331"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 1996, ""employees"": 1090, ""revenue_m"": 43.7}","{""company"": ""VoltGrid-331"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 1996, ""employees"": 1090, ""revenue_m"": 43.7}"
332,"Extract info: ArcNode-332, FinTech, Toronto, founded 1991, 739 employees, $177.0M revenue.","{""company"": ""ArcNode-332"", ""city"": ""Toronto"", ""industry"": ""FinTech"", ""founded"": 1991, ""employees"": 739, ""revenue_m"": 177.0}","{""company"": ""ArcNode-332"", ""city"": ""Toronto"", ""industry"": ""FinTech"", ""founded"": 1991, ""employees"": 739, ""revenue_m"": 177.0}"
333,"Extract info: PrismAI-333, IoT, Sydney, founded 1990, 2395 employees, $207.0M revenue.","{""company"": ""PrismAI-333"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 1990, ""employees"": 2395, ""revenue_m"": 207.0}","{""company"": ""PrismAI-333"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": ""1990"", ""employees"": 2395, ""revenue_m"": 207.0}"
334,"Extract info: ArcNode-334, HealthTech, Tokyo, founded 2014, 1393 employees, $69.5M revenue.","{""company"": ""ArcNode-334"", ""city"": ""Tokyo"", ""industry"": ""HealthTech"", ""founded"": 2014, ""employees"": 1393, ""revenue_m"": 69.5}","{""company"": ""ArcNode-334"", ""city"": ""Tokyo"", ""industry"": ""HealthTech"", ""founded"": 2014, ""employees"": 1393, ""revenue_m"": 69.5}"
335,"Extract info: VoltGrid-335, FinTech, London, founded 2000, 3565 employees, $138.1M revenue.","{""company"": ""VoltGrid-335"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 2000, ""employees"": 3565, ""revenue_m"": 138.1}","{""company"": ""VoltGrid-335"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 2000, ""employees"": 3565, ""revenue_m"": 138.1}"
336,"Extract info: TechFlow-336, AI/ML, Sydney, founded 2005, 4066 employees, $296.9M revenue.","{""company"": ""TechFlow-336"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2005, ""employees"": 4066, ""revenue_m"": 296.9}","{""company"": ""TechFlow-336"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2005, ""employees"": 4066, ""revenue_m"": 296.9}"
337,"Extract info: TechFlow-337, AI/ML, London, founded 1990, 3246 employees, $166.2M revenue.","{""company"": ""TechFlow-337"", ""city"": ""London"", ""industry"": ""AI/ML"", ""founded"": 1990, ""employees"": 3246, ""revenue_m"": 166.2}","{""company"": ""TechFlow #337"", ""city"": ""London"", ""industry"": ""AI/ML"", ""founded"": 1990, ""employees"": 3246, ""revenue_m"": 166.2}"
338,"Extract info: ByteShift-338, Cybersecurity, Singapore, founded 2017, 4874 employees, $68.1M revenue.","{""company"": ""ByteShift-338"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 2017, ""employees"": 4874, ""revenue_m"": 68.1}","{""company"": ""ByteShift-338"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 2017, ""employees"": 4874, ""revenue_m"": 68.1}"
339,"Extract info: CloudNine-339, Cybersecurity, Singapore, founded 2001, 3267 employees, $484.4M revenue.","{""company"": ""CloudNine-339"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 2001, ""employees"": 3267, ""revenue_m"": 484.4}","{""company"": ""CloudNine-339"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 2001, ""employees"": 3267, ""revenue_m"": 484.4}"
340,"Extract info: VoltGrid-340, Cybersecurity, Tokyo, founded 2014, 2301 employees, $408.3M revenue.","{""company"": ""VoltGrid-340"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2014, ""employees"": 2301, ""revenue_m"": 408.3}","{""company"": ""VoltGrid-340"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2014, ""employees"": 2301, ""revenue_m"": 408.3}"
341,"Extract info: TechFlow-341, HealthTech, Tokyo, founded 1991, 3786 employees, $471.5M revenue.","{""company"": ""TechFlow-341"", ""city"": ""Tokyo"", ""industry"": ""HealthTech"", ""founded"": 1991, ""employees"": 3786, ""revenue_m"": 471.5}","{""company"": ""TechFlow-341"", ""city"": ""Tokyo"", ""industry"": ""HealthTech"", ""founded"": 1991, ""employees"": 3786, ""revenue_m"": 471.5}"
342,"Extract info: NetPulse-342, IoT, San Francisco, founded 2021, 1145 employees, $316.7M revenue.","{""company"": ""NetPulse-342"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2021, ""employees"": 1145, ""revenue_m"": 316.7}","{""company"": ""NetPulse-342"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2021, ""employees"": 1145, ""revenue_m"": 316.7}"
343,"Extract info: DataSync-343, IoT, Toronto, founded 1994, 3683 employees, $495.4M revenue.","{""company"": ""DataSync-343"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 1994, ""employees"": 3683, ""revenue_m"": 495.4}","{""company"": ""DataSync-343"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 1994, ""employees"": 3683, ""revenue_m"": 495.4}"
344,"Extract info: CoreStack-344, SaaS, Toronto, founded 2013, 4403 employees, $297.0M revenue.","{""company"": ""CoreStack-344"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 2013, ""employees"": 4403, ""revenue_m"": 297.0}","{""company"": ""CoreStack-344"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 2013, ""employees"": 4403, ""revenue_m"": 297.0, ""ceo"": ""John Doe""}"
345,"Extract info: TechFlow-345, Cybersecurity, Tokyo, founded 2000, 367 employees, $281.7M revenue.","{""company"": ""TechFlow-345"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2000, ""employees"": 367, ""revenue_m"": 281.7}","{""company"": ""TechFlow #345"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2000, ""employees"": 367, ""revenue_m"": 281.7}"
346,"Extract info: CoreStack-346, IoT, Sydney, founded 1996, 91 employees, $49.4M revenue.","{""company"": ""CoreStack-346"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 1996, ""employees"": 91, ""revenue_m"": 49.4}","{""company"": ""CoreStack-346"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 1996, ""employees"": 91, ""revenue_m"": 49.4}"
347,"Extract info: ArcNode-347, Robotics, Tokyo, founded 2013, 3209 employees, $231.6M revenue.","{""company"": ""ArcNode-347"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2013, ""employees"": 3209, ""revenue_m"": 231.6}","{""company"": ""ArcNode-347"", ""city"": ""Toronto"", ""industry"": ""Robotics"", ""founded"": 2013, ""employees"": 3209, ""revenue_m"": 231.6}"
348,"Extract info: ArcNode-348, Cybersecurity, London, founded 1991, 3959 employees, $52.4M revenue.","{""company"": ""ArcNode-348"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 1991, ""employees"": 3959, ""revenue_m"": 52.4}","{""company"": ""ArcNode-348"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 1991, ""employees"": 3959, ""revenue_m"": 52.4}"
349,"Extract info: TechFlow-349, HealthTech, San Francisco, founded 2012, 2560 employees, $171.6M revenue.","{""company"": ""TechFlow-349"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 2012, ""employees"": 2560, ""revenue_m"": 171.6}","{""company"": ""TechFlow-349"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": ""2012"", ""employees"": 2560, ""revenue_m"": 171.6}"
